year_bucket	date_range	city_ancient	city_modern	country_modern	lat	lon	location_precision	ruling_empire_polity	ruling_subdivision	church_presence_status	church_planted_year_earliest_claim	church_planted_year_scholarly	church_planted_by	apostolic_origin_thread	key_figures	denomination_label_historic	modern_denom_mapping	council_context	evidence_notes_and_citations
0290	0290-0299	Antioch	Antakya	Türkiye	36.20655	36.15722	exact	Roman Empire	Roman Syria	attested	0040	0040	Barnabas; Paul	Pauline/Petrine	Timaeus; Cyril; Tyrannus	proto-orthodox	Eastern Orthodox (Antioch); Syriac Orthodox; Catholic		Summary: Antioch under stable succession through late 3rd century; church survived major theological crises. Evidence: Eusebius, Ecc. Hist. 7.32. Citations: https://www.newadvent.org/fathers/250107.htm
0300	0300-0309	Antioch	Antakya	Türkiye	36.20655	36.15722	exact	Roman Empire	Roman Syria	attested	0040	0040	Barnabas; Paul	Pauline/Petrine	Tyrannus; Vitalis; Lucian of Antioch	proto-orthodox	Eastern Orthodox (Antioch); Syriac Orthodox; Catholic		Summary: Lucian of Antioch martyred 312 during Diocletian persecution; his biblical scholarship and theology influenced Arius and the Arian movement. Evidence: Eusebius, Ecc. Hist. 9.6. Citations: https://www.newadvent.org/fathers/250109.htm
0310	0310-0319	Antioch	Antakya	Türkiye	36.20655	36.15722	exact	Roman Empire	Roman Syria	attested	0040	0040	Barnabas; Paul	Pauline/Petrine	Philogonius; Eustathius of Antioch	proto-orthodox	Eastern Orthodox (Antioch); Syriac Orthodox; Catholic		Summary: Philogonius bishop at Edict of Milan (313); Eustathius of Antioch (c.324-330) emerges as staunch Nicene defender. Evidence: Eusebius, Ecc. Hist. 10.5. Citations: https://www.newadvent.org/fathers/250110.htm
0320	0320-0329	Antioch	Antakya	Türkiye	36.20655	36.15722	exact	Roman Empire	Roman Syria	attested	0040	0040	Barnabas; Paul	Pauline/Petrine	Eustathius of Antioch	Nicene proto-orthodox	Eastern Orthodox (Antioch); Syriac Orthodox; Catholic	Nicaea I (325): supports	Summary: Eustathius attends Nicaea (325) as leading Nicene voice; deposed by Arian-sympathetic council (~330). Evidence: Theodoret, Ecc. Hist. 1.7. Citations: https://www.britannica.com/event/First-Council-of-Nicaea-325
0330	0330-0339	Antioch	Antakya	Türkiye	36.20655	36.15722	exact	Roman Empire	Roman Syria	attested	0040	0040	Barnabas; Paul	Pauline/Petrine	Eustathius (deposed ~330); Paulinus; Eulalius	Arian (dominant); Nicene minority	Eastern Orthodox (Antioch); Syriac Orthodox; Catholic		Summary: Eustathius deposed by Arian-sympathetic council (~330); Antioch divided between Nicene and Arian factions. Evidence: Theodoret, Ecc. Hist. 1.21. Citations: https://www.britannica.com/biography/Eustathius-of-Antioch
0340	0340-0349	Antioch	Antakya	Türkiye	36.20655	36.15722	exact	Roman Empire	Roman Syria	attested	0040	0040	Barnabas; Paul	Pauline/Petrine	Flacillus; Stephanus	Arian (dominant); Nicene minority	Eastern Orthodox (Antioch); Syriac Orthodox; Catholic		Summary: Antioch under Arian influence; Nicene minority persists; Meletian schism developing. Evidence: Sozomen, Ecc. Hist. 3.5. Citations: https://www.newadvent.org/fathers/2602.htm
0350	0350-0359	Antioch	Antakya	Türkiye	36.20655	36.15722	exact	Roman Empire	Roman Syria	attested	0040	0040	Barnabas; Paul	Pauline/Petrine	Leontius of Antioch	Arian (dominant); Nicene minority	Eastern Orthodox (Antioch); Syriac Orthodox; Catholic		Summary: Leontius bishop under Arian influence; Nicene Meletian schism developing; Antioch key site of Arian controversy under Constantius II. Evidence: Sozomen, Ecc. Hist. 4.28. Citations: https://www.newadvent.org/fathers/2602.htm
0040	0040-0049	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	attested	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	Ananias of Damascus; Paul (conversion/early activity)	Jewish Christianity / proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Paul's conversion on road to Damascus (~33-35 AD) and baptism by Ananias; a Christian community pre-existed Paul's arrival. Evidence: Acts 9:1-22; Gal 1:17. Citations: https://biblehub.com/acts/9.htm ; https://biblehub.com/galatians/1-17.htm
0050	0050-0059	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	attested	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	Ananias of Damascus; unnamed disciples	Jewish Christianity / proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Paul escapes Damascus in a basket (Acts 9:23-25; 2 Cor 11:32-33); community continues under local leadership. Evidence: Acts 9:23-25; 2 Cor 11:32-33. Citations: https://biblehub.com/acts/9-23.htm
0060	0060-0069	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	Jewish Christianity / proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church continues as established community within the broader Syrian network. Uncertainty: no independent primary source documents Damascus specifically in this decade. Evidence: Implied in broader Syrian records. Citations: https://www.newadvent.org/fathers/2501.htm
0070	0070-0079	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church persists post-70 destruction of Jerusalem; likely absorbs some refugees from Palestinian Christian community. Uncertainty: no independent primary source for this decade. Evidence: General Syrian church records. Citations: https://www.newadvent.org/fathers/2501.htm
0080	0080-0089	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church continues; Ignatius' letters imply a well-networked Syrian Christian community though they do not address Damascus directly. Evidence: Ignatius, Epistles (implied Syrian network). Citations: https://www.newadvent.org/fathers/0109.htm
0090	0090-0099	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church part of Syrian network. Uncertainty: specific Damascus records absent for this decade. Evidence: General Syrian church records. Citations: https://www.newadvent.org/fathers/2501.htm
0100	0100-0109	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church part of the broader Syrian episcopal network under Antiochene influence. Uncertainty: no independent primary source. Evidence: Antiochene records; general Syrian church tradition. Citations: https://www.newadvent.org/fathers/250104.htm
0110	0110-0119	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church continues as part of Syrian ecclesiastical network; Ignatius' letter corpus presupposes well-structured Syrian Christianity. Evidence: Ignatius, Epistles (implied). Citations: https://www.newadvent.org/fathers/0109.htm
0120	0120-0129	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church continues in Syrian network. Uncertainty: specific records absent. Evidence: General Syrian church records. Citations: https://www.newadvent.org/fathers/250104.htm
0130	0130-0139	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church continues; no independent primary documentation. Uncertainty: specific records absent. Evidence: General Syrian church records. Citations: https://www.newadvent.org/fathers/250104.htm
0140	0140-0149	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church part of Syrian network; Justin Martyr and contemporaries attest broad Syrian Christianity but not Damascus specifically. Evidence: Justin Martyr, Dialogue with Trypho. Citations: https://www.newadvent.org/fathers/0128.htm
0150	0150-0159	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church probable in Syrian episcopal network. Uncertainty: no specific documentation. Evidence: General Syrian church records. Citations: https://www.newadvent.org/fathers/250104.htm
0160	0160-0169	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church part of Syrian episcopal network; Theophilus of Antioch attests broad Syrian Christianity. Evidence: Theophilus, Ad Autolycum. Citations: https://www.newadvent.org/fathers/0204.htm
0170	0170-0179	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church continues in Syrian network. Uncertainty: no independent primary source for this decade. Evidence: General Syrian church records. Citations: https://www.newadvent.org/fathers/250105.htm
0180	0180-0189	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church continues in Syrian network; Serapion of Antioch presupposes well-networked Syrian Christianity. Evidence: Eusebius, Ecc. Hist. 5.22. Citations: https://www.newadvent.org/fathers/250106.htm
0190	0190-0199	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church part of Syrian network. Uncertainty: no independent primary source for this decade. Evidence: General Syrian church records. Citations: https://www.newadvent.org/fathers/250106.htm
0200	0200-0209	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church part of Antiochene Syrian network; Origen visits Syria broadly in this era. Evidence: Eusebius, Ecc. Hist. 6.19. Citations: https://www.newadvent.org/fathers/250106.htm
0210	0210-0219	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church continues in Syrian network. Evidence: General Syrian records; Antiochene tradition. Citations: https://www.newadvent.org/fathers/250106.htm
0220	0220-0229	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church continues in Syrian network. Uncertainty: no independent primary source for this decade. Evidence: General Syrian church records. Citations: https://www.newadvent.org/fathers/250106.htm
0230	0230-0239	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church continues; Paul of Samosata controversy at Antioch (260s) will later affect broader Syrian church. Evidence: Eusebius, Ecc. Hist. 6.29. Citations: https://www.newadvent.org/fathers/250106.htm
0240	0240-0249	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church probable; Decian persecution (249-251) affects the broader Syrian and Palestinian church network. Evidence: Eusebius, Ecc. Hist. 6.39. Citations: https://www.newadvent.org/fathers/250106.htm
0250	0250-0259	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church probable; Decian persecution disrupts Syrian Christianity broadly. Evidence: Eusebius, Ecc. Hist. 6.39. Citations: https://www.newadvent.org/fathers/250107.htm
0260	0260-0269	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church probable; recovery after Valerian persecution (257-260); Gallienus edict of toleration. Evidence: General Syrian records. Citations: https://www.newadvent.org/fathers/250107.htm
0270	0270-0279	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church probable within Syrian network affected by Paul of Samosata controversy at Antioch. Evidence: Eusebius, Ecc. Hist. 7.30. Citations: https://www.newadvent.org/fathers/250107.htm
0280	0280-0289	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church part of Syrian network; Great Peace before Diocletian allows church growth. Evidence: Eusebius, Ecc. Hist. 7.32. Citations: https://www.newadvent.org/fathers/250107.htm
0290	0290-0299	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church probable; pre-Diocletian peace allows development. Evidence: General Syrian records. Citations: https://www.newadvent.org/fathers/250107.htm
0300	0300-0309	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	probable	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church probable; Diocletian's Great Persecution (303-312) affects the entire Eastern church network including Syria. Evidence: Eusebius, De Martyribus Palaestinae. Citations: https://www.newadvent.org/fathers/250108.htm
0310	0310-0319	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	attested	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church attested within Syrian episcopal network; Edict of Milan (313) brings freedom; Syrian churches publicly emerge. Evidence: Eusebius, Ecc. Hist. 10.5. Citations: https://www.newadvent.org/fathers/250110.htm
0320	0320-0329	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	attested	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; multiple heirs	Nicaea I (325): affected	Summary: Damascus participates in the broader Syrian ecclesiastical post-Nicaea context as part of Antiochene network. Evidence: Council records via Eusebius. Citations: https://www.britannica.com/event/First-Council-of-Nicaea-325
0330	0330-0339	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	attested	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	Nicene proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Damascus church part of Syrian Nicene network; affected by Arian controversy developing at Antioch. Evidence: Sozomen, Ecc. Hist. 3.5. Citations: https://www.newadvent.org/fathers/2602.htm
0340	0340-0349	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	attested	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	Arian (dominant in region); Nicene present	Eastern Orthodox; multiple heirs		Summary: Damascus church part of Syrian network affected by Arian dominance at Antioch. Evidence: Sozomen, Ecc. Hist. 3.5. Citations: https://www.newadvent.org/fathers/2602.htm
0350	0350-0359	Damascus	Damascus	Syria	33.5138	36.2922	exact	Roman Empire	Roman Syria	attested	0033	0033	Ananias of Damascus; pre-existing disciples	Unknown/Composite	unnamed bishops	Arian (dominant in region); Nicene present	Eastern Orthodox; multiple heirs		Summary: Damascus church an established see in post-Nicaea period; part of contested Syrian ecclesiastical landscape. Evidence: Sozomen; Theodoret. Citations: https://www.newadvent.org/fathers/2602.htm
0040	0040-0049	Caesarea Maritima	Caesarea	Israel	32.4969	34.8965	exact	Roman Empire	Judaea	attested	0035	0040	Philip the Evangelist; Peter	Unknown/Composite	Philip the Evangelist; Peter; Cornelius	Jewish Christianity / proto-orthodox	Eastern Orthodox; Catholic		Summary: Philip the Evangelist settles in Caesarea (Acts 21:8); Peter's baptism of Cornelius here (~40 AD) is a pivotal Gentile admission event. Evidence: Acts 10; Acts 21:8. Citations: https://biblehub.com/acts/10.htm ; https://biblehub.com/acts/21-8.htm
